Date,Product,Region,Year,Festival,Daily_Sales,Opening_Stock,Closing_Stock,Replenishment_Qty,New_Order_Qty,Stock_Out_Flag,Stock_Coverage_Days,Service_Level,Price_Index,Threshold,Lead_Time_Days,Stock_Recommendation,Day_Relative_To_Festival,Regional_Weight,Weather_Factor,Weekend_Factor,Promotion_Factor,Economic_Factor,Adjusted_Sales,Inventory_Turnover,Inventory_Turnover_Rate,Efficiency_Score,Profit_Margin
01-04-2023,Dry Fruits,North,2023,Ram Navami/Baisakhi/Easter,25,25,0,0,62,FALSE,0,0,1.18,48,7,Medium,-5,0.8,0.7,1.4,1,1.02,24.99,0.9615,28.84,0,0.334
02-04-2023,Dry Fruits,North,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,62,FALSE,0,0,1.18,48,7,Medium,-4,0.8,0.7,1.6,1,1.02,0,0,0,0,0.415
03-04-2023,Dry Fruits,North,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,0,FALSE,0,0,1.18,48,7,Medium,-3,0.8,0.7,1,1,1.02,0,0,0,0,0.303
04-04-2023,Dry Fruits,North,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,0,FALSE,0,0,1.18,48,7,Medium,-2,0.8,0.7,1,1,1.02,0,0,0,0,0.323
05-04-2023,Dry Fruits,North,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,0,FALSE,0,0,1.18,48,7,Medium,-1,0.8,0.7,1,1,1.02,0,0,0,0,0.314
06-04-2023,Dry Fruits,North,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,0,FALSE,0,0,1.18,48,7,Medium,0,0.8,0.7,1,1,1.02,0,0,0,0,0.395
07-04-2023,Dry Fruits,North,2023,Ram Navami/Baisakhi/Easter,0,0,0,0,0,FALSE,0,0,1.18,48,7,Medium,1,0.8,0.7,1.2,1,1.02,0,0,0,0,0.298
08-04-2023,Dry Fruits,North,2023,Ram Navami/Baisakhi/Easter,16,0,46,62,0,FALSE,2.86,1,1.18,48,7,Medium,2,0.8,0.7,1.4,1,1.02,15.99,16,480,2.29,0.411
09-04-2023,Dry Fruits,North,2023,Ram Navami/Baisakhi/Easter,11,46,97,62,0,FALSE,8.74,1,1.18,48,7,Medium,3,0.8,0.7,1.6,1,1.02,12.57,0.234,7.02,6.99,0.367
10-04-2023,Dry Fruits,North,2023,Ram Navami/Baisakhi/Easter,2,97,95,0,0,FALSE,45.24,1,1.18,48,7,Medium,4,0.8,0.7,1,1,1.02,1.43,0.0204,0.61,36.19,0.424
25-04-2023,Dry Fruits,North,2023,Buddha Purnima,9,95,86,0,0,FALSE,9.45,1,1.18,42,15,Medium,-10,0.7,0.7,1,1,1.02,6.43,0.0938,2.81,6.61,0.407
26-04-2023,Dry Fruits,North,2023,Buddha Purnima,15,86,71,0,0,FALSE,4.7,1,1.18,42,15,Medium,-9,0.7,0.7,1,1,1.02,10.71,0.1724,5.17,3.29,0.327
27-04-2023,Dry Fruits,North,2023,Buddha Purnima,21,71,50,0,0,FALSE,2.37,1,1.18,42,15,Medium,-8,0.7,0.7,1,1,1.02,14.99,0.2917,8.75,1.66,0.3
28-04-2023,Dry Fruits,North,2023,Buddha Purnima,22,50,28,0,0,FALSE,1.27,1,1.18,42,15,Medium,-7,0.7,0.7,1.2,1,1.02,18.85,0.4314,12.94,0.89,0.356
29-04-2023,Dry Fruits,North,2023,Buddha Purnima,25,28,3,0,54,FALSE,0.12,1,1.18,42,15,Medium,-6,0.7,0.7,1.4,1,1.02,24.99,0.8621,25.86,0.08,0.31
30-04-2023,Dry Fruits,North,2023,Buddha Purnima,3,3,0,0,54,FALSE,0,0,1.18,42,15,Medium,-5,0.7,0.7,1.6,1,1.02,3.43,0.75,22.5,0,0.336
01-05-2023,Dry Fruits,North,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,42,15,Medium,-4,0.7,0.7,1,1,1.02,0,0,0,0,0.287
02-05-2023,Dry Fruits,North,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,42,15,Medium,-3,0.7,0.7,1,1,1.02,0,0,0,0,0.34
03-05-2023,Dry Fruits,North,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,42,15,Medium,-2,0.7,0.7,1,1,1.02,0,0,0,0,0.423
04-05-2023,Dry Fruits,North,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,42,15,Medium,-1,0.7,0.7,1,1,1.02,0,0,0,0,0.338
05-05-2023,Dry Fruits,North,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,42,15,Medium,0,0.7,0.7,1.2,1,1.02,0,0,0,0,0.414
06-05-2023,Dry Fruits,North,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,42,15,Medium,1,0.7,0.7,1.4,1,1.02,0,0,0,0,0.319
07-05-2023,Dry Fruits,North,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,42,15,Medium,2,0.7,0.7,1.6,1,1.02,0,0,0,0,0.344
08-05-2023,Dry Fruits,North,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,42,15,Medium,3,0.7,0.7,1,1,1.02,0,0,0,0,0.417
09-05-2023,Dry Fruits,North,2023,Buddha Purnima,0,0,0,0,0,FALSE,0,0,1.18,42,15,Medium,4,0.7,0.7,1,1,1.02,0,0,0,0,0.344
10-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,10,0,98,108,0,FALSE,9.7,1,1.17,33,15,Low,-10,0.6,0.7,1.4,1,1.02,10,10,300,5.82,0.344
11-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,11,98,87,0,0,FALSE,7.84,1,1.17,33,15,Low,-9,0.6,0.7,1.6,1,1.02,12.57,0.1111,3.33,4.7,0.302
12-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,15,87,72,0,0,FALSE,4.77,1,1.17,33,15,Low,-8,0.6,0.7,1,1,1.02,10.71,0.1705,5.12,2.86,0.369
13-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,17,72,55,0,0,FALSE,3.22,1,1.17,33,15,Low,-7,0.6,0.7,1,1,1.02,12.14,0.2329,6.99,1.93,0.407
14-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,15,55,40,0,0,FALSE,2.65,1,1.17,33,15,Low,-6,0.6,0.7,1,1,1.02,10.71,0.2679,8.04,1.59,0.344
15-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,24,40,16,0,0,FALSE,0.66,1,1.17,33,15,Low,-5,0.6,0.7,1,1,1.02,17.14,0.5854,17.56,0.4,0.346
16-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,16,16,0,0,42,FALSE,0,1,1.17,33,15,Low,-4,0.6,0.7,1.2,1,1.02,13.71,0.9412,28.24,0,0.396
17-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,0,0,0,0,42,FALSE,0,0,1.17,33,15,Low,-3,0.6,0.7,1.4,1,1.02,0,0,0,0,0.362
18-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.17,33,15,Low,-2,0.6,0.7,1.6,1,1.02,0,0,0,0,0.289
19-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.17,33,15,Low,-1,0.6,0.7,1,1,1.02,0,0,0,0,0.351
20-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.17,33,15,Low,0,0.6,0.7,1,1,1.02,0,0,0,0,0.32
21-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.17,33,15,Low,1,0.6,0.7,1,1,1.02,0,0,0,0,0.36
22-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.17,33,15,Low,2,0.6,0.7,1,1,1.02,0,0,0,0,0.376
23-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.17,33,15,Low,3,0.6,0.7,1.2,1,1.02,0,0,0,0,0.409
23-06-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,48,9,Medium,-10,0.8,0.7,1.2,1,1.02,0,0,0,0,0.378
24-06-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,48,9,Medium,-9,0.8,0.7,1.4,1,1.02,0,0,0,0,0.363
24-06-2023,Dry Fruits,North,2023,Rath Yatra/Local Festivals,0,0,0,0,0,FALSE,0,0,1.17,33,15,Low,4,0.6,0.7,1.4,1,1.02,0,0,0,0,0.287
25-06-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,29,0,13,42,62,FALSE,0.45,1,1.18,48,9,Medium,-8,0.8,0.7,1.6,1,1.02,33.13,29,870,0.36,0.404
26-06-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,30,13,25,42,0,FALSE,0.83,1,1.18,48,9,Medium,-7,0.8,0.7,1,1,1.02,21.42,2.1429,64.29,0.66,0.396
27-06-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,25,25,0,0,62,FALSE,0,0,1.18,48,9,Medium,-6,0.8,0.7,1,1,1.02,17.85,0.9615,28.84,0,0.375
28-06-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,48,9,Medium,-5,0.8,0.7,1,1,1.02,0,0,0,0,0.293
29-06-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,48,9,Medium,-4,0.8,0.7,1,1,1.02,0,0,0,0,0.336
30-06-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,48,9,Medium,-3,0.8,0.7,1.2,1,1.02,0,0,0,0,0.353
01-07-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,48,9,Medium,-2,0.8,1,1.4,1,1.02,0,0,0,0,0.383
02-07-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,48,9,Medium,-1,0.8,1,1.6,1,1.02,0,0,0,0,0.3
03-07-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,0,0,0,0,0,FALSE,0,0,1.18,48,9,Medium,0,0.8,1,1,1,1.02,0,0,0,0,0.337
04-07-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,25,0,37,62,0,FALSE,1.47,1,1.18,48,9,Medium,1,0.8,1,1,1,1.02,25.5,25,750,1.18,0.336
05-07-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,17,37,20,0,0,FALSE,1.17,1,1.18,48,9,Medium,2,0.8,1,1,1,1.02,17.34,0.4474,13.42,0.94,0.367
06-07-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,7,20,75,62,0,FALSE,10.56,1,1.18,48,9,Medium,3,0.8,1,1,1,1.02,7.14,0.3333,10,8.45,0.287
07-07-2023,Dry Fruits,North,2023,Guru Purnima/Harvest Festivals,2,75,73,0,0,FALSE,34.76,1,1.18,48,9,Medium,4,0.8,1,1.2,1,1.02,2.45,0.0263,0.79,27.81,0.417
20-08-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,31,73,42,0,0,FALSE,1.35,1,1.23,67.5,12,Medium,-10,0.9,1,1.6,1,1.02,50.59,0.4189,12.57,1.22,0.299
21-08-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,35,42,7,0,87,FALSE,0.2,1,1.23,67.5,12,Medium,-9,0.9,1,1,1,1.02,35.7,0.814,24.42,0.18,0.415
22-08-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,7,7,0,0,87,FALSE,0,0,1.23,67.5,12,Medium,-8,0.9,1,1,1,1.02,7.14,0.875,26.25,0,0.316
23-08-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,0,0,0,0,0,FALSE,0,0,1.23,67.5,12,Medium,-7,0.9,1,1,1,1.02,0,0,0,0,0.442
24-08-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,0,0,0,0,0,FALSE,0,0,1.23,67.5,12,Medium,-6,0.9,1,1,1,1.02,0,0,0,0,0.354
25-08-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,0,0,0,0,0,FALSE,0,0,1.23,67.5,12,Medium,-5,0.9,1,1.2,1,1.02,0,0,0,0,0.326
26-08-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,0,0,0,0,0,FALSE,0,0,1.23,67.5,12,Medium,-4,0.9,1,1.4,1,1.02,0,0,0,0,0.361
27-08-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,0,0,0,0,0,FALSE,0,0,1.23,67.5,12,Medium,-3,0.9,1,1.6,1,1.02,0,0,0,0,0.402
28-08-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,0,0,0,0,0,FALSE,0,0,1.23,67.5,12,Medium,-2,0.9,1,1,1,1.02,0,0,0,0,0.433
29-08-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,0,0,0,0,0,FALSE,0,0,1.23,67.5,12,Medium,-1,0.9,1,1,1,1.02,0,0,0,0,0.406
30-08-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,0,0,0,0,0,FALSE,0,0,1.23,67.5,12,Medium,0,0.9,1,1,1,1.02,0,0,0,0,0.32
31-08-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,0,0,0,0,0,FALSE,0,0,1.23,67.5,12,Medium,1,0.9,1,1,1,1.02,0,0,0,0,0.395
01-09-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,0,0,0,0,0,FALSE,0,0,1.23,67.5,12,Medium,2,0.9,1,1.2,1,1.02,0,0,0,0,0.41
02-09-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,14,0,73,87,0,FALSE,5.18,1,1.23,67.5,12,Medium,3,0.9,1,1.4,1,1.02,19.99,14,420,4.66,0.317
03-09-2023,Dry Fruits,North,2023,Raksha Bandhan/Janmashtami/Independence Day,2,73,158,87,0,FALSE,75.24,1,1.23,67.5,12,Medium,4,0.9,1,1.6,1,1.02,3.26,0.027,0.81,67.72,0.441
09-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,18,158,140,0,0,FALSE,7.73,1,1.24,56,9,Medium,-10,0.7,1,1.4,1,1.02,25.7,0.1132,3.4,5.41,0.385
10-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,24,140,116,0,0,FALSE,4.81,1,1.24,56,9,Medium,-9,0.7,1,1.6,1,1.02,39.17,0.1702,5.11,3.37,0.397
11-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,17,116,99,0,0,FALSE,5.79,1,1.24,56,9,Medium,-8,0.7,1,1,1,1.02,17.34,0.1453,4.36,4.05,0.319
12-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,25,99,74,0,0,FALSE,2.95,1,1.24,56,9,Medium,-7,0.7,1,1,1,1.02,25.5,0.25,7.5,2.06,0.3
13-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,38,74,36,0,0,FALSE,0.94,1,1.24,56,9,Medium,-6,0.7,1,1,1,1.02,38.76,0.5067,15.2,0.66,0.337
14-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,36,36,0,0,72,FALSE,0,0,1.24,56,9,Medium,-5,0.7,1,1,1,1.02,36.72,0.973,29.19,0,0.374
15-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,0,0,0,0,72,FALSE,0,0,1.24,56,9,Medium,-4,0.7,1,1.2,1,1.02,0,0,0,0,0.319
16-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,0,0,0,0,0,FALSE,0,0,1.24,56,9,Medium,-3,0.7,1,1.4,1,1.02,0,0,0,0,0.432
17-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,0,0,0,0,0,FALSE,0,0,1.24,56,9,Medium,-2,0.7,1,1.6,1,1.02,0,0,0,0,0.414
18-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,0,0,0,0,0,FALSE,0,0,1.24,56,9,Medium,-1,0.7,1,1,1,1.02,0,0,0,0,0.31
19-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,0,0,0,0,0,FALSE,0,0,1.24,56,9,Medium,0,0.7,1,1,1,1.02,0,0,0,0,0.303
20-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,0,0,0,0,0,FALSE,0,0,1.24,56,9,Medium,1,0.7,1,1,1,1.02,0,0,0,0,0.396
21-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,0,0,0,0,0,FALSE,0,0,1.24,56,9,Medium,2,0.7,1,1,1,1.02,0,0,0,0,0.35
22-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,0,0,0,0,0,FALSE,0,0,1.24,56,9,Medium,3,0.7,1,1.2,1,1.02,0,0,0,0,0.298
23-09-2023,Dry Fruits,North,2023,Ganesh Chaturthi/Onam/Navratri start,2,0,70,72,0,FALSE,33.33,1,1.24,56,9,Medium,4,0.7,1,1.4,1,1.02,2.86,2,60,23.33,0.355
02-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,42,70,100,72,0,FALSE,2.38,1,1.27,90,12,High,-10,1,1.3,1,1,1.02,55.69,0.5915,17.74,2.38,0.456
03-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,50,100,50,0,0,FALSE,1,1,1.27,90,12,High,-9,1,1.3,1.2,1,1.02,79.56,0.495,14.85,1,0.377
04-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,50,50,0,0,117,FALSE,0,0,1.27,90,12,High,-8,1,1.3,1.4,1,1.02,92.82,0.9804,29.41,0,0.41
05-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,0,0,0,0,117,FALSE,0,0,1.27,90,12,High,-7,1,1.3,1.6,1,1.02,0,0,0,0,0.449
06-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.27,90,12,High,-6,1,1.3,1,1,1.02,0,0,0,0,0.371
07-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.27,90,12,High,-5,1,1.3,1,1,1.02,0,0,0,0,0.307
08-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.27,90,12,High,-4,1,1.3,1,1,1.02,0,0,0,0,0.42
09-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.27,90,12,High,-3,1,1.3,1,1,1.02,0,0,0,0,0.339
10-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.27,90,12,High,-2,1,1.3,1.2,1,1.02,0,0,0,0,0.444
11-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.27,90,12,High,-1,1,1.3,1.4,1,1.02,0,0,0,0,0.33
12-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.27,90,12,High,0,1,1.3,1.6,1,1.02,0,0,0,0,0.347
13-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.27,90,12,High,1,1,1.3,1,1,1.02,0,0,0,0,0.322
14-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.27,90,12,High,2,1,1.3,1,1,1.02,0,0,0,0,0.345
15-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,0,0,0,0,0,FALSE,0,0,1.27,90,12,High,3,1,1.3,1,1,1.02,0,0,0,0,0.36
16-11-2023,Dry Fruits,North,2023,Navratri/Dussehra/Diwali,2,0,115,117,0,FALSE,54.76,1,1.27,90,12,High,4,1,1.3,1,1,1.02,2.65,2,60,54.76,0.384
17-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,24,115,208,117,0,FALSE,8.63,1,1.24,72,10,Medium,-10,0.9,1.3,1.2,1,1.02,38.19,0.2069,6.21,7.77,0.348
18-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,43,208,165,0,0,FALSE,3.83,1,1.24,72,10,Medium,-9,0.9,1.3,1.4,1,1.02,79.83,0.2057,6.17,3.45,0.396
19-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,45,165,120,0,0,FALSE,2.66,1,1.24,72,10,Medium,-8,0.9,1.3,1.6,1,1.02,95.47,0.2711,8.13,2.39,0.407
20-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,61,120,59,0,0,FALSE,0.97,1,1.24,72,10,Medium,-7,0.9,1.3,1,1,1.02,80.89,0.5041,15.12,0.87,0.43
21-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,53,59,6,0,93,FALSE,0.11,1,1.24,72,10,Medium,-6,0.9,1.3,1,1,1.02,70.28,0.8833,26.5,0.1,0.365
22-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,6,6,0,0,93,FALSE,0,0,1.24,72,10,Medium,-5,0.9,1.3,1,1,1.02,7.96,0.8571,25.71,0,0.364
23-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,72,10,Medium,-4,0.9,1.3,1,1,1.02,0,0,0,0,0.384
24-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,72,10,Medium,-3,0.9,1.3,1.2,1,1.02,0,0,0,0,0.313
25-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,72,10,Medium,-2,0.9,1.3,1.4,1,1.02,0,0,0,0,0.354
26-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,72,10,Medium,-1,0.9,1.3,1.6,1,1.02,0,0,0,0,0.36
27-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,72,10,Medium,0,0.9,1.3,1,1,1.02,0,0,0,0,0.349
28-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,72,10,Medium,1,0.9,1.3,1,1,1.02,0,0,0,0,0.414
29-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,72,10,Medium,2,0.9,1.3,1,1,1.02,0,0,0,0,0.39
30-11-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,0,0,0,0,0,FALSE,0,0,1.24,72,10,Medium,3,0.9,1.3,1,1,1.02,0,0,0,0,0.419
01-12-2023,Dry Fruits,North,2023,Guru Nanak Jayanti/Kartik Purnima,2,0,91,93,0,FALSE,43.33,1,1.24,72,10,Medium,4,0.9,1.3,1.2,1,1.02,3.18,2,60,39,0.379
15-12-2023,Dry Fruits,North,2023,Christmas/New Year,28,91,156,93,0,FALSE,5.55,1,1.25,76.5,8,High,-10,0.9,1.3,1.2,1,1.02,44.55,0.3043,9.13,5,0.306
16-12-2023,Dry Fruits,North,2023,Christmas/New Year,41,156,115,0,0,FALSE,2.8,1,1.25,76.5,8,High,-9,0.9,1.3,1.4,1,1.02,76.11,0.2611,7.83,2.52,0.377
17-12-2023,Dry Fruits,North,2023,Christmas/New Year,41,115,74,0,0,FALSE,1.8,1,1.25,76.5,8,High,-8,0.9,1.3,1.6,1,1.02,86.99,0.3534,10.6,1.62,0.364
18-12-2023,Dry Fruits,North,2023,Christmas/New Year,44,74,30,0,99,FALSE,0.68,1,1.25,76.5,8,High,-7,0.9,1.3,1,1,1.02,58.34,0.5867,17.6,0.61,0.31
19-12-2023,Dry Fruits,North,2023,Christmas/New Year,30,30,0,0,99,FALSE,0,0,1.25,76.5,8,High,-6,0.9,1.3,1,1,1.02,39.78,0.9677,29.03,0,0.333
20-12-2023,Dry Fruits,North,2023,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.25,76.5,8,High,-5,0.9,1.3,1,1,1.02,0,0,0,0,0.429
21-12-2023,Dry Fruits,North,2023,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.25,76.5,8,High,-4,0.9,1.3,1,1,1.02,0,0,0,0,0.448
22-12-2023,Dry Fruits,North,2023,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.25,76.5,8,High,-3,0.9,1.3,1.2,1,1.02,0,0,0,0,0.312
23-12-2023,Dry Fruits,North,2023,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.25,76.5,8,High,-2,0.9,1.3,1.4,1,1.02,0,0,0,0,0.324
24-12-2023,Dry Fruits,North,2023,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.25,76.5,8,High,-1,0.9,1.3,1.6,1,1.02,0,0,0,0,0.402
25-12-2023,Dry Fruits,North,2023,Christmas/New Year,0,0,0,0,0,FALSE,0,0,1.25,76.5,8,High,0,0.9,1.3,1,1,1.02,0,0,0,0,0.353
26-12-2023,Dry Fruits,North,2023,Christmas/New Year,39,0,60,99,0,FALSE,1.53,1,1.25,76.5,8,High,1,0.9,1.3,1,1,1.02,51.71,39,1170,1.38,0.449
27-12-2023,Dry Fruits,North,2023,Christmas/New Year,36,60,123,99,0,FALSE,3.41,1,1.25,76.5,8,High,2,0.9,1.3,1,1,1.02,47.74,0.5902,17.71,3.07,0.403
28-12-2023,Dry Fruits,North,2023,Christmas/New Year,18,123,105,0,0,FALSE,5.8,1,1.25,76.5,8,High,3,0.9,1.3,1,1,1.02,23.87,0.1452,4.36,5.22,0.439
29-12-2023,Dry Fruits,North,2023,Christmas/New Year,2,105,103,0,0,FALSE,49.05,1,1.25,76.5,8,High,4,0.9,1.3,1.2,1,1.02,3.18,0.0189,0.57,44.14,0.415
05-01-2024,Dry Fruits,North,2024,Lohri/Pongal/Makar Sankranti,19,110,91,0,0,FALSE,4.76,1,1.18,54,10,Medium,-10,0.9,1.3,1.2,1,1.071,31.74,0.1712,5.14,4.28,0.358
06-01-2024,Dry Fruits,North,2024,Lohri/Pongal/Makar Sankranti,30,91,61,0,0,FALSE,2.03,1,1.18,54,10,Medium,-9,0.9,1.3,1.4,1,1.071,58.48,0.3261,9.78,1.83,0.341
07-01-2024,Dry Fruits,North,2024,Lohri/Pongal/Makar Sankranti,27,61,34,0,0,FALSE,1.25,1,1.18,54,10,Medium,-8,0.9,1.3,1.6,1,1.071,60.15,0.4355,13.06,1.12,0.306
08-01-2024,Dry Fruits,North,2024,Lohri/Pongal/Makar Sankranti,34,34,0,0,70,FALSE,0,0,1.18,54,10,Medium,-7,0.9,1.3,1,1,1.071,47.34,0.9714,29.14,0,0.381
